threshold,precision,recall,f1,false_negatives
0.05,0.3684210526315789,0.9040590405904059,0.5235042735042735,26
0.060000000000000005,0.3888,0.8966789667896679,0.5424107142857143,28
0.07,0.41196581196581195,0.8892988929889298,0.5630841121495327,30
0.08000000000000002,0.43112701252236135,0.8892988929889298,0.5807228915662651,30
0.09000000000000001,0.4519774011299435,0.8856088560885609,0.5985037406483791,31
0.1,0.46954813359528486,0.8819188191881919,0.6128205128205129,32
0.11000000000000001,0.4847250509164969,0.8782287822878229,0.6246719160104987,33
0.12000000000000002,0.502127659574468,0.8708487084870848,0.6369770580296896,35
0.13,0.5152838427947598,0.8708487084870848,0.6474622770919067,35
0.14,0.5292792792792793,0.8671586715867159,0.6573426573426573,36
0.15000000000000002,0.5414746543778802,0.8671586715867159,0.6666666666666666,36
0.16000000000000003,0.5581947743467933,0.8671586715867159,0.6791907514450867,36
0.17000000000000004,0.5717761557177615,0.8671586715867159,0.6891495601173021,36
0.18000000000000002,0.5792079207920792,0.8634686346863468,0.6933333333333334,37
0.19000000000000003,0.5933503836317136,0.8560885608856088,0.7009063444108762,39
0.20000000000000004,0.6057441253263708,0.8560885608856088,0.709480122324159,39
0.21000000000000002,0.6105263157894737,0.8560885608856088,0.7127496159754224,39
0.22000000000000003,0.6243243243243243,0.8523985239852399,0.7207488299531981,40
0.23000000000000004,0.6284153005464481,0.8487084870848709,0.7221350078492935,41
0.24000000000000005,0.6353591160220995,0.8487084870848709,0.7266982622432859,41
0.25000000000000006,0.6361111111111111,0.8450184501845018,0.7258320126782885,42
0.26000000000000006,0.6394366197183099,0.8376383763837638,0.7252396166134185,44
0.27,0.6504297994269341,0.8376383763837638,0.7322580645161291,44
0.28,0.6578947368421053,0.8302583025830258,0.734094616639478,46
0.29000000000000004,0.6598240469208211,0.8302583025830258,0.7352941176470589,46
0.30000000000000004,0.6696428571428571,0.8302583025830258,0.7413509060955519,46
0.31000000000000005,0.677710843373494,0.8302583025830258,0.746268656716418,46
0.32000000000000006,0.6859756097560976,0.8302583025830258,0.7512520868113522,46
0.33000000000000007,0.6944444444444444,0.8302583025830258,0.7563025210084033,46
0.3400000000000001,0.7,0.8265682656826568,0.7580372250423012,47
0.3500000000000001,0.7088607594936709,0.8265682656826568,0.7632027257240205,47
0.36000000000000004,0.7133757961783439,0.8265682656826568,0.7658119658119659,47
0.37000000000000005,0.7156549520766773,0.8265682656826568,0.7671232876712328,47
0.38000000000000006,0.7202572347266881,0.8265682656826568,0.7697594501718213,47
