threshold,precision,recall,f1,false_negatives
0.37000000000000005,0.6392156862745098,0.6014760147601476,0.6197718631178707,108
0.38000000000000006,0.644,0.5940959409594095,0.6180422264875239,110
0.39000000000000007,0.654320987654321,0.5867158671586716,0.6186770428015564,112
0.4000000000000001,0.6582278481012658,0.5756457564575646,0.6141732283464567,115
0.4100000000000001,0.6637931034482759,0.5682656826568265,0.6123260437375746,117
0.4200000000000001,0.672566371681416,0.5608856088560885,0.6116700201207244,119
0.43000000000000005,0.6866359447004609,0.5498154981549815,0.610655737704918,122
0.44000000000000006,0.6872037914691943,0.5350553505535055,0.6016597510373444,126
0.45000000000000007,0.7029702970297029,0.5239852398523985,0.6004228329809725,129
0.4600000000000001,0.702020202020202,0.5129151291512916,0.5927505330490405,132
0.4700000000000001,0.7135416666666666,0.5055350553505535,0.591792656587473,134
0.4800000000000001,0.7258064516129032,0.4981549815498155,0.5908096280087527,136
0.4900000000000001,0.7292817679558011,0.4870848708487085,0.584070796460177,139
0.5000000000000001,0.7257142857142858,0.46863468634686345,0.5695067264573991,144
0.5100000000000001,0.7298850574712644,0.46863468634686345,0.5707865168539326,144
0.5200000000000001,0.7396449704142012,0.4612546125461255,0.5681818181818182,146
0.5300000000000001,0.7439024390243902,0.45018450184501846,0.5609195402298851,149
0.5400000000000001,0.7421383647798742,0.4354243542435424,0.5488372093023256,153
0.55,0.7548387096774194,0.4317343173431734,0.5492957746478874,154
0.56,0.7785234899328859,0.4280442804428044,0.5523809523809524,155
0.5700000000000001,0.7876712328767124,0.42435424354243545,0.5515587529976019,156
0.5800000000000001,0.8208955223880597,0.4059040590405904,0.5432098765432098,161
0.5900000000000001,0.8174603174603174,0.3800738007380074,0.5188916876574308,168
0.6000000000000001,0.8264462809917356,0.36900369003690037,0.5102040816326531,171
0.6100000000000001,0.8362068965517241,0.35793357933579334,0.5012919896640827,174
0.6200000000000001,0.8468468468468469,0.34686346863468637,0.49214659685863876,177
0.6300000000000001,0.8773584905660378,0.34317343173431736,0.493368700265252,178
0.6400000000000001,0.8761904761904762,0.33948339483394835,0.48936170212765956,179
0.6500000000000001,0.89,0.3284132841328413,0.4797843665768194,182
0.6600000000000001,0.8969072164948454,0.3210332103321033,0.47282608695652173,184
0.6700000000000002,0.9139784946236559,0.31365313653136534,0.46703296703296704,186
0.6800000000000002,0.9195402298850575,0.2952029520295203,0.44692737430167595,191
0.6900000000000002,0.9512195121951219,0.2878228782287823,0.44192634560906513,193
0.7000000000000002,0.9625,0.28413284132841327,0.43874643874643876,194
0.7100000000000002,0.9594594594594594,0.26199261992619927,0.4115942028985507,200
0.7200000000000001,0.9577464788732394,0.25092250922509224,0.39766081871345027,203
0.7300000000000001,0.9571428571428572,0.24723247232472326,0.39296187683284456,204
0.7400000000000001,0.9565217391304348,0.24354243542435425,0.38823529411764707,205
0.7500000000000001,0.9558823529411765,0.23985239852398524,0.3834808259587021,206
0.7600000000000001,0.9846153846153847,0.23616236162361623,0.38095238095238093,207
0.7700000000000001,1.0,0.2177121771217712,0.3575757575757576,212
0.7800000000000001,1.0,0.2029520295202952,0.3374233128834356,216
0.7900000000000001,1.0,0.1918819188191882,0.3219814241486068,219
0.8000000000000002,1.0,0.18081180811808117,0.30625,222
0.8100000000000002,1.0,0.16236162361623616,0.27936507936507937,227
0.8200000000000002,1.0,0.15867158671586715,0.27388535031847133,228
0.8300000000000002,1.0,0.15498154981549817,0.268370607028754,229
0.8400000000000002,1.0,0.14022140221402213,0.2459546925566343,233
0.8500000000000002,1.0,0.14022140221402213,0.2459546925566343,233
0.8600000000000002,1.0,0.13284132841328414,0.23452768729641693,235
0.8700000000000001,1.0,0.12546125461254612,0.22295081967213115,237
0.8800000000000001,1.0,0.12177121771217712,0.21710526315789475,238
0.8900000000000001,1.0,0.0996309963099631,0.18120805369127516,244
0.9000000000000001,1.0,0.09225092250922509,0.16891891891891891,246
0.9100000000000001,1.0,0.08487084870848709,0.1564625850340136,248
0.9200000000000002,1.0,0.05904059040590406,0.11149825783972125,255
0.9300000000000002,1.0,0.04797047970479705,0.09154929577464789,258
0.9400000000000002,1.0,0.04059040590405904,0.07801418439716312,260
0.9500000000000002,1.0,0.033210332103321034,0.06428571428571428,262
